,index,title,price,retail_price,currency_buyer,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,tags,product_color,countries_shipped_to,inventory_total,origin_country,merchant_name,merchant_rating_count,merchant_rating,merchant_id,product_id
1224,1224,Robe de plage d'été décontractée à manches courtes et manches longues en coton plissé à encolure en V profond avec poches Mini robe ample en coton plissé,5.85,5,EUR,10000,0,3.55,1004,402.0,172.0,168.0,96.0,166.0,"Mini,short sleeve dress,Summer,plus size dress,Pleated,short sleeves,V-neck,Mini dress,beach dress,Party Dress,t-shirt dress,Casual,casual dress,Deep V-Neck,Shorts,Sleeve,Beach,Plus Size,summer dress,Women's Fashion,Cotton Dress,Dress,women dress,Cotton,Fashion,loose dress",black,20,50,CN,champion_28,7314,3.938200710965272,5810c46f02b01e15f8a10e38,5c2320b1c68b9858ff6fff97
1225,1225,Maillot de bain deux pièces femme Bikini Cut Flower Pushups Maillots de bain Beachwear,8.0,85,EUR,100,0,4.11,19,12.0,0.0,5.0,1.0,1.0,"summer bikini,women swimsuit,brasbraset,sexy bikini,Swimsuit,floral bikini,Swimwear,Bikini,beach dress,Fashion,pushupswimsuittop,Flowers,women bathing suit,beachwear for women,Nylon,Swimming",blue,42,50,CN,crystalhousee,14664,4.231928532460447,59802a908ee78d7ec44d192a,5ceb892ba24a0f04545c69cd
1226,1226,XS-8XL Plus Size Summer Women Casual Solid Color Loose Sleeveless Beach Tank Top Dress Deep V-neck Short Club Party Mini Halter Robes Mini Halter Robes aux genoux Jupes plissées Dames Swing Fashion Robe en coton,6.0,6,EUR,5000,1,4.13,616,341.0,125.0,74.0,39.0,37.0,"Mini,Fashion,halter dress,Summer,plus size dress,Pleated,tank top,Party Dress,summer dresses,Skirts,Casual,Cotton,Deep V-Neck,Ladies Fashion,Tops,Sleeveless dress,Ladies,women dress,Women,Beach,sleeveless,Plus Size,Halter,Dress,V-neck,Mini dress,Women's Fashion,party,knee,casual dress,Shorts,Tank,Cotton Dress,loose dress",navyblue,18,50,CN,zktradecoltd,15436,4.040554547810314,5810b1db3deb94160f5cd4a3,5c8b7042b5154f67e6e2e327
1227,1227,Robe à bretelles d'été col en V à bretelles florales Robe décontractée à grande poche,11.0,10,EUR,100,0,3.96,115,59.0,21.0,15.0,11.0,9.0,"Summer,Dresses,Dress,Pleated,summer dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,slingdres,women dress,Floral,sleeveless,loose dress,casual dress",white & green,14,50,CN,云泉,5175,3.870917874396136,57b58a411f608c02bd6976a4,5d11bd97dc99724d81941cf4
1228,1228,Côté Split Lettre Imprimer Ourlet Incurvé Robe Décontractée Style Sport D'été T-shirt Robe Plus La Taille,14.0,26,EUR,5000,0,4.12,437,251.0,80.0,47.0,24.0,35.0,"Summer,Plus Size,Shirt,letter print,splitdre,Dress,Mini dress,Women's Fashion,Fashion,splits,Print,Sport,Casual",white,43,50,CN,minyuehuaiy9618,4220,4.109952606635071,5b5576f84543f458aee346fb,5ccd5605944e530bfb02d203
1229,1229,New Summer Women's New Fashion Sleeveless Polka Dot V-neck Strap Mini Backless Casual Top Dresses,3.68,4,EUR,100,0,3.71,42,18.0,7.0,9.0,3.0,5.0,"Summer,Fashion,Mini,Tops,Polkas,V-neck,Casual,black,polka dot,sleeveless,backless,Dress,Women Fashion",navy,38,50,unknown,maxnina,105015,3.789601485502071,5177b0b63feb620dd802a197,5d82f19340367911da1b9ee7
1230,1230,2019 Mode Femmes Été Col En V Sans Manches Recueillir Taille Boho Imprimer Maxi Robe Longue S-XXXXXL,18.0,76,EUR,100,0,3.56,120,47.0,24.0,19.0,9.0,21.0,"Sleeveless dress,women's plus size fashion,Waist,plus size dress,Dress,waistcollection,V Neckdress,boho,V-neck,Women's Fashion,Party Dress,summer dress,maxi dress,Print,bohemian dress,Fashion,sleeveless,Women",green,41,38,CN,lonly,8950,4.274301675977654,577a1c0517c3e2747a5a4659,5d2d7c75d7bd6303731a556f
1231,1231,NOUVELLE Mode D'été Femmes Dames Maxi Robes Sans Manches Décontracté Col En V Gradient Couleur Plage Robe Longue Couleur Unie Soirée Soirée Plus La Taille S-5XL,5.0,22,EUR,1000,0,3.32,395,146.0,64.0,53.0,36.0,96.0,"sleeveless,Plus Size,Summer,long dress,Evening Dress,Dress,summer dress,Women's Fashion,maxi dress,beach dress,Fashion,V-neck,party,women dress,Ladies,Party Dresses,Robes,Beach,Casual,Women",pink,39,50,CN,yehuihui,3809,3.582830139144132,584426309b0f754de95d6b50,5dd62bc4971b429f13c186b8
1232,1232,2020 5 Couleur Été Nouvelle Mode Femmes Tops Blouse Plus La Taille Sans Manches Bretelles Débardeurs Cross Back Tops Été Causal Tops pour Femmes S-5XL,7.0,14,EUR,100,0,4.24,50,29.0,12.0,4.0,2.0,3.0,"blouse,Summer,Plus Size,Tops & Blouses,Sexy Top,Tank,Tops,Cross,tank top,Women's Fashion,Fashion,strappy,solid color,sleeveless,women top,tops for women,Women",red,43,50,CN,libopeng,1160,4.143965517241379,5aea8f2ccac3c5238de1a99c,5e3684770ee1810ee4160d27
1233,1233,S-5XL Summer Women Casual Tops Off Shoulder Fashion Female T Shirt Plus Size Blouse,8.0,65,EUR,5000,0,4.14,1366,752.0,300.0,156.0,76.0,82.0,"blouse,Summer,Fashion,Shirt,tee shirt women,Tops,Women's Fashion,T Shirts,Plus Size,topsampblouse,Casual,Women",black,93,50,CN,pinksnow,20824,4.063724548597772,58e5a2822d91301f0b3a6bd9,591a98617e26c61eceb2a581
1234,1234,Juice-Wrld Letter Printed Crop Top And Shorts Set Summer Short Sleeve Crop Top And Elastic Beach Shorts Casual Two Pieces,16.0,14,EUR,50,0,3.72,18,8.0,5.0,0.0,2.0,3.0,"Summer,croptopandshortsset,Fashion,letterprintedshirt,women crop top,Sleeve,Shorts,Tops,juicewrldshirt,casualshortswomen,short sleeves,Beach Shorts Women,Elastic,printed,casualtwopiece,juicewrld,summershortswomen,Beach,Casual,summercroptop",offblack,37,2,CN,mjbagsoutlet,5508,4.322984749455338,578aeb7316b2891a3a226c21,5e9fe3edda7e8a20bf1975ff
1235,1235,XS-8XL T-shirts décontractés d'été XS-8XL T-shirts décontractés d'été pour femmes Chemisiers grande taille à manches courtes avec surpiqûres creuses Chemisiers en dentelle Couleur bonbon Couleur bonbon Relâche Cou en O Couleur uni Surdimensionné Tops,5.74,5,EUR,5000,0,3.9,1179,617.0,169.0,177.0,88.0,128.0,"blouse,Tops & Tees,Shorts,Cotton Shirt,Lace,Hollow-out,Women Blouse,Food,summer t-shirts,short sleeves,candy,Casual,T Shirts,Summer,Tops & T-Shirts,loose t-shirt,short sleeve shirt,Sleeve,Shirt",green,20,50,CN,foryingni,11854,4.094904673527923,5800a8bb50d8ab5aaee15f20,5ca1b478f31dbc0a7a353b40
1236,1236,Legging Capri femme en jean 3/4 Legging d'été Jegging Pantalon skinny imprimé papillon,8.0,7,EUR,10000,0,3.71,2747,1253.0,470.0,390.0,233.0,401.0,"butterfly,caprisforwomen,skinngjean,Plus Size,Casual pants,Summer,pants,yoga pants,Leggings,jeggingsjeansforwomen,summerpant,jeggingsforwomen,printed,leggingsamptight,Jeans,Women Fashion",blue,43,50,CN,witkeybl,65189,4.049640276733805,57b03628c676b3573ba2a081,5cef6f0d2b18ce107dff9f21
1237,1237,2019 nouveau mode d'été sans manches en dentelle patchwork débardeur ourlet irrégulier Cami débardeur,8.0,7,EUR,20000,0,3.63,2058,902.0,319.0,324.0,191.0,322.0,"Summer,Plus Size,tunic,Lace,Tank,Tops,Loose,camisoles for women,tank top,Fashion,sleeveless,sexy,Casual,Women Fashion",black,43,50,CN,witkeybl,65189,4.049640276733805,57b03628c676b3573ba2a081,5cb6c6e841ec3b10cad8e77f
1238,1238,Summer Fashion Women Casual Solid One-shoulder Vest Slim Fit Sleeveless Top Hole Sports Shirts,3.0,14,EUR,100,0,3.9,51,25.0,11.0,6.0,3.0,6.0,"Women Vest,Vest,topsamptshirt,Shirt,one-shoulder,Tops,Slim Fit,Women's Fashion,slim,Women Clothing,Summer,Women,Casual T-Shirt,Summer Fashion,sleeveless,Sport,Fashion,Casual,Sports Wear,vestforwoman",grey,41,50,CN,terbuer,9395,4.1100585417775415,575cfe470551415caa5505b5,5c9ac9b36b682b47155e1a58
1239,1239,Mini robe de soirée décontractée sans manches pour femmes,2.89,7,EUR,50,0,5.0,1,1.0,0.0,0.0,0.0,0.0,"Mini,womens dresses,Summer,Patchwork,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,party,summer dresses,sleeveless,sexy,Casual",green,37,50,CN,meifengbras,30,3.733333333333333,5e535f1b397cba44cf1118d8,5eba5b1c29367c77b5c0eb35
1240,1240,"Pantalon à lacets à la mode pour femmes d'été, plus la taille Pantalon court à taille haute décontracté",2.0,6,EUR,1000,0,3.32,121,41.0,23.0,19.0,10.0,28.0,"Summer,Shorts,high waist shorts,high waist,Casual pants,pants,summer shorts,Waist,Slim Fit,Short pants,Women's Fashion,Plus Size,Lace Up,Women,Fashion,Casual,Lace",red,36,50,CN,bridgeliushui,543,4.119705340699816,58aea6fe15241651ee65307b,5dde06cf1a6aa6391f0da3fc
1241,1241,Pnma Hommes Été À Séchage Rapide Shorts Hommes Swim Beach Shorts Shim Shorts Beach Wear Sports Gym,9.0,65,EUR,1000,1,3.7,162,70.0,32.0,26.0,10.0,24.0,"runningshort,Beach Shorts,beachpant,Bottom,sailboatshort,Shorts,Sport,beach swimwear,Men's Fashion,Puma,Summer,Men Shorts,men's shorts,surfshort,Beach,Men",red,36,50,CN,charmyaner,3373,3.9647198339756895,5a5c78ee9d0a7b724c6535fa,5e1bd84750f8cd462a20b05b
1242,1242,Robe d'été sans manches imprimée sans bretelles pour femme,9.0,9,EUR,100,1,0.0,0,0.0,0.0,0.0,0.0,0.0,"Summer,woman fashion,printeddres,suspenderdres,Dress,Slim Fit,beach wear,Women's Fashion,Sleeveless dress,women dress,Print,sleeveless,Casual,strapless",white,44,50,CN,homeaccessoryinternational,246312,4.203725356458476,5406c9c77f086e1be430d73e,5ec1ffa502f451526044f724
1243,1243,Femmes d'été Sling Dress V-cou Floral Strap plissé Casual Pocket Large Dress,11.0,10,EUR,5000,0,4.03,756,387.0,163.0,104.0,46.0,56.0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress",white & green,14,50,CN,wdhdage,8821,3.872009976193176,5aa1f31308a2240a052e9a1a,5d11bfcf5ac86e1fbfb52b8f
1244,1244,Mode féminine Maillots de bain Deux pièces Split Bikini Set Summer Printed Beach Bathing Swimsuits,9.0,9,EUR,1000,0,4.2,300,188.0,51.0,20.0,15.0,26.0,"Summer,sexy bathing suit,Bikinis Set,splitbikiniset,Swimwear,Swimsuit,Bikini,Fashion,Two Pieces,printed,Women's Fashion,Women,Beach,splits",red,40,50,unknown,clothingloves,82219,3.5900825843174937,51aff6a38e221e2cafcdc0cb,5d806bcf77593b45bd7cff78
1245,1245,Dames d'été Tie Dye Imprimer manches courtes hors épaule Casual Plus Size Dress,4.8100000000000005,5,EUR,100,1,0.0,0,0.0,0.0,0.0,0.0,0.0,"Summer,Plus Size,Tie Dye,tiedyeprint,Dyes,Dress,summer dress,short sleeves,Ladies,Women's Fashion,Shorts,off shoulder dress,Sleeve,Print,women dress,Casual,casual dress",yellow,47,50,CN,chaoyang_lizhen,6,4.333333333333333,5e5f6272d0e9af054214467e,5edda5aeb7160e568443c6e7
1246,1246,"Robe à manches courtes d'été Femmes Robe lâche décontractée, Plus la taille Robe à col en V à fleurs",8.0,10,EUR,50,0,3.8,5,3.0,0.0,1.0,0.0,1.0,"Summer,Plus Size,sleeve dress,Sleeve,Dress,short sleeves,V-neck,Casual,Women's Fashion,Shorts,Floral dress,Floral,women dress,Women,loose dress,printed",blue,23,50,CN,yangshaokuei6688,129,3.7906976744186047,5eb6598ec43e5c5ab9fd5a78,5ec5e902610fbb0cb0ab6da2
1247,1247,2018 Femmes d'été Femmes Sexy Off Shoulder Shirt Casual Half Sleeve Top Ladies Fashion Printing Loose T-shirts Plus Grande Taille Blouse en coton Blouse XS-5XL,8.0,140,EUR,10000,1,4.17,1910,1141.0,329.0,212.0,88.0,140.0,"Summer,Plus Size,crop top,Cotton T Shirt,T Shirts,Fashion,off shoulder,Casual T-Shirt,sexy,Casual,Shirt,blouse,Cotton,Sexy Top,Sleeve,Tops,Womens Blouse,Women's Fashion,Printing t shirt,Ladies,loose t-shirt,Women,Ladies Fashion",blue,19,50,CN,liwenjuanfashionstore,2050,4.167804878048781,591c4e7f1a071f13df7a63ff,5b6021aee07ac6197df2d097
1248,1248,XS-8XL Plus La Taille Vêtements De Mode Robes D'été Femmes Casual Robe De Plage Sans Manches Dégradé Couleur Robe En Coton Col En V Profond Épaule Longue Robe Dames Lâche Halter Robe De Soirée,5.0,5,EUR,1000,1,2.98,102,33.0,13.0,10.0,11.0,35.0,"Deep V-Neck,Plus Size,halter dress,Halter,Summer,long dress,Dress,V-neck,beach dress,Party Dress,sleeveless,Casual,Clothes,maxide,Beach,summer dress,Women's Fashion,Cotton Dress,Sleeveless dress,Ladies,party,Cotton,Fashion,loose dress",pink,20,50,CN,深圳市华衍贸易有限公司,10320,3.904941860465117,564b2fb5c126a0127af8441e,5ea13adaa3cf3440f5d1605d
1249,1249,"Summer Beach Safety Shorts Leggings Lady Leggings Pantalon en dentelle sans couture Mode Femme (3 couleurs, S-6XL)",6.0,6,EUR,1000,1,3.98,330,160.0,76.0,44.0,26.0,24.0,"undersafetypant,Summer,Underwear,Panties,high waist,boxer shorts,pants,Body Shapers,Leggings,Shorts,Knickers,Boxer,Seamless,Beach,safetypant,Fashion,Lace",black,26,50,CN,shenghuhouse,1428,4.351540616246498,583bdad32f5e5304a69d5bd3,5cb0327791033211722bcb97
1250,1250,Women's Ten Colors Pure Color Dress Robe Robe d'été à manches courtes Tunic S-XXL Robes pour femmes,13.0,11,EUR,1000,0,4.14,582,313.0,139.0,66.0,28.0,36.0,"Summer,short sleeve dress,tunic,Sleeve,Pure Color,tunicsforwomen,short sleeves,Cotton Dress,Women's Fashion,Shorts,summer dress,fashion dresses,Dress,summer dresses,Women,short skirt,casual dress",black,36,50,CN,tingtingwang,6329,4.16290093221678,5954b765abea9167c0495382,5b5928df126bde74e5771563
1251,1251,Mini robe de soirée décontractée sans manches pour femmes,2.89,7,EUR,50,0,5.0,1,1.0,0.0,0.0,0.0,0.0,"Mini,womens dresses,Summer,Patchwork,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,party,summer dresses,sleeveless,sexy,Casual",green,37,50,CN,meifengbras,30,3.733333333333333,5e535f1b397cba44cf1118d8,5eba5b1c29367c77b5c0eb35
1252,1252,Été Femmes À Manches Courtes Casual Sans Manches Rayure T-shirts Robe Tunique Taille Robes Plage Robe Plus La Taille XS-8XL,11.0,10,EUR,1000,0,3.97,212,109.0,42.0,28.0,11.0,22.0,"Summer,Plus Size,women dresses,long dress,Evening Dress,Dress,casual dresses,beach dress,Stripes,sleeveless,summer dresses,Casual,casual dress,Shorts,tunic,Shirt,Waist,summer dress,Women's Fashion,Sleeveless dress,women dress,Women,Beach",red,21,50,CN,smoeyakio,543,3.9318600368324126,5d5a1171560eca427bf10acb,5df1d0d196708b08bd77de84
1253,1253,Mode féminine Printemps et été O-cou T-shirt en coton Chemisier imprimé lâche Casual Tops à manches courtes Dames Mode Chemise grande taille,5.0,5,EUR,1000,1,4.13,103,59.0,18.0,14.0,4.0,8.0,"blouse,Summer,Plus Size,Cotton,Shirt,Sleeve,Spring,Tops,slim,short sleeves,Women's Fashion,Shorts,printed,Ladies,o-neck,Fashion,Casual,T Shirts,Ladies Fashion",winered,48,50,CN,广州唯适唯服饰有限公司,32168,3.884543645859239,558c2cdc89d53c4005ea2920,5e8d78b38a5fed4a5a026712
1254,1254,2020 Été Sexy Femmes Halter Tops Plage De Natation Lettre Imprimer Maillots De Bain Lady Push Up Gilet Soutien-Gorge S-5XL,7.0,6,EUR,100,0,3.6,25,10.0,4.0,5.0,3.0,3.0,"Summer,Vest,Swimming,Halter,wrappedchest,letter print,bras for women,Tops,slingvest,Swimwear,Push up bikini,Print,Women's Fashion,Halter Bikini,sexy,Women,Beach,summer tops,Bras,Bottoming shirt",black,127,50,CN,lindieduxin,483,4.15527950310559,5d8b2f16ddac8e198fc7c8b7,5dea1d9cec016f062ce8aab1
1255,1255,Été nouvelle mode femmes glace robe de nuit en soie soie sexy dentelle robe de nuit (11 couleurs),9.0,8,EUR,1000,1,4.24,192,120.0,32.0,19.0,9.0,12.0,"sexy sleepwear dress,Summer,silk,Lace,Dress,silksleepwear,Nightgown,Women's Fashion,Fashion,sexy lace,Sleepwear,Women,sexy,pyjamaswomen,loose dress,Ice",violet,28,50,CN,hesperis,794,4.298488664987405,587dcb1b6fa68c4caba87529,5cc15531a59fb0422d35df06
1256,1256,Nouvelle mode femmes lâche col rond robe manches courtes couleur unie tenue décontractée,12.0,11,EUR,100,0,3.6,30,14.0,3.0,5.0,3.0,5.0,"Summer,Fashion,Necks,Sleeve,Dress,neck dress,short sleeves,Round neck,Women's Fashion,Shorts,Loose,Casual,Women",black,38,50,unknown,maxnina,105015,3.789601485502071,5177b0b63feb620dd802a197,5d3eba3f20e552131d7dcb40
1257,1257,Femmes Mode Lâche Casual Sans Manches Imprimé Floral Col Rond Tops Gilet D'été Camisole Casual Plus La Taille Lâche Débardeurs,5.75,25,EUR,1000,0,3.67,117,55.0,19.0,14.0,7.0,22.0,"Summer,Vest,Fashion,Floral print,camisole,Tank,Tops,Loose,Round neck,Floral,Women's Fashion,Plus Size,Print,sleeveless,Women,Casual,Necks",yellow,25,50,CN,linglingstore666,706,4.209631728045326,5d4cf83dc8bc520142c8534f,5e9ff3e48b0b220dc5fe08b5
1258,1258,Femmes été décontracté lâche couleur unie salopette vintage sangle pantalon long combinaisons barboteuses grande taille,11.0,16,EUR,100,1,2.92,12,2.0,1.0,6.0,0.0,3.0,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit",winered,16,50,US,josephineo,18,3.6666666666666665,5e9a629b29e786250230ba90,5ece1b9e57fd6f3ea96f0b26
1259,1259,Femmes sans bretelles ruché Tube Top Shirt Backless Stretchy Tunic Shirt pour les femmes,11.0,102,EUR,1000,1,4.15,674,366.0,161.0,69.0,35.0,43.0,"strapless,softcomfortable,tunic,Shirt,Tube top,sexy shirts,Plus size top,beach wear,Tops,loose shirt,Women's Fashion,Fashion,backless,Strapless Top,causaltop,summer tops,stretchytop,Women",black,41,50,CN,yywcom,8191,4.190208765718472,563c5b3d05398a37780be2e2,5c99cc1d987d733441c90588
1260,1260,"Robe d'été à taille genou pour femmes, taille plus, sans manches, robe longue décontractée",11.0,47,EUR,100,0,4.39,23,14.0,7.0,0.0,1.0,1.0,"Summer,Plus Size,long dress,Dress,Women's Fashion,Fashion,black,sleeveless,Casual,Women",armygreen,40,50,CN,glambitiong,7197,4.3609837432263445,5700b51a0848f73d19d10cbb,5df1ecfd5ae3500bbf3ba4d4
1261,1261,Mode d'été Femmes Dos Nu Sangle Siamois Floral Imprimé Pantalon Profond Col En V Cordon Cordon Coton Combinaison Sans Manches Combinaison Femme,7.0,6,EUR,100,0,3.83,18,10.0,2.0,2.0,1.0,3.0,"Deep V-Neck,Summer,Fashion,Cotton,pants,Jumpsuits & Rompers,V-neck,Rompers,Floral,Women's Fashion,trousers,backless,rompers womens jumpsuit,Women's Jumpsuits,sleeveless,printed,Women,women Jumpsuit,playsuit,jumpsuit",black,26,50,CN,luguolong333666,75,3.826666666666666,5ddd1355801ecf0a803b6c3a,5e1c35b8fcc85c5446a0a8af
1262,1262,Mode féminine d'été T-shirt à manches courtes Dames Femme Col en V Évider Chemisier lâche décontracté Plus la taille Tops,1.72,2,EUR,100,1,3.77,30,15.0,3.0,5.0,4.0,3.0,"blouse,Summer,Plus Size,Shirt,Sleeve,Tops,Loose,short sleeves,V-neck,T Shirts,Shorts,Fashion,Ladies,Women's Fashion,Casual,Women",fluorescentgreen,48,50,CN,广州唯适唯服饰有限公司,32168,3.884543645859239,558c2cdc89d53c4005ea2920,5ebe0ead593b960eb1c82d0b
1263,1263,NOUVEAU Mode féminine d'été Shorts lâches Taille élastique Pantalon court Shorts décontractés,2.9,3,EUR,100,1,3.89,19,9.0,5.0,1.0,2.0,2.0,"Summer,baggyshort,Shorts,Waist,Elastic,pants,Short pants,Simple Style,stretchshort,sandybeach,elastic waist,Fashion,Casual,Women",black,139,50,CN,lihongying12,163,4.190184049079755,5d54f7e47ad2426b008579ae,5ecc88113630a4376e694457
1264,1264,'Let That Shit Go' Femmes Graphic Tee Casual Cotton T-shirts manches courtes Bohemia Style Mandala Namaste Printed Top Blouse,8.0,9,EUR,10000,0,3.95,903,475.0,148.0,135.0,50.0,95.0,"bohemia,Fashion,printed,Women Blouse,short sleeves,yoga top,Cool T-Shirts,Women's Fashion,casual shirt,Summer Fashion,short sleeve shirt,mandala,Casual,Women,blouse,Shorts,Sleeve,graphic tee,funnytee,T Shirts,boho,Cotton,Tops,women t shirt",winered,39,50,CN,taishon,24564,3.928879661292949,5763e55cc6053f5e70522ad7,5d4e1c578d4d082786c90cc8
1265,1265,Nouveau mode d'été v-cou coeur T-shirt O cou à manches longues Top femmes mignon T-shirt amusant plus la taille,2.81,33,EUR,50,0,3.64,14,5.0,2.0,5.0,1.0,1.0,"blouse,Summer,Plus Size,Necks,Heart,womens shirt,Tops,short sleeves,V-neck,graphic tee,Women's Fashion,Fashion,cute,Fun,summer shirt,T Shirts",purple,43,50,CN,cenicbeauty,42919,4.105967054218412,564d8a9ac0f55a1276cd96f8,5ea27927a561041cc3fe56e3
1266,1266,Chaussettes basses pour hommes Chaussettes invisibles peu profondes Printemps et été Chaussettes courtes Pur coton Chaussettes respirantes Medias Femininas Chaussettes pour hommes,2.0,2,EUR,100,1,4.15,34,17.0,8.0,7.0,1.0,1.0,"Summer,Shorts,Breathable,Spring,Men,Socks,Men's Fashion,low,pure,Invisible,Cotton",white,48,50,CN,weddingjewelrystore,620,4.220967741935484,5d5108577ad24261ddf720f0,5ea1161798c3202180fa1293
1267,1267,Femmes d'été Sling Dress V-cou Floral Strap plissé Casual Pocket Large Dress,8.0,7,EUR,100,0,4.2,10,4.0,5.0,0.0,1.0,0.0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress",white & green,20,50,CN,chenzhiqiang11,88,3.9318181818181817,5eb50b2237d7ba4abca6250a,5ed1d07c3577612ab0072657
1268,1268,Femmes Causal À Manches Courtes Oeil Lèvre Imprimer Graphique T-shirts Plus La Taille Col En V Plus La Taille T-shirts Tops Mode Mignon Drôle Chemisier Chemises,5.86,59,EUR,1000,1,4.06,223,120.0,44.0,29.0,13.0,17.0,"shirtsforwomen,Summer,Plus Size,cute,Graphic Shirt,short sleeves,casual shirt,Women's Fashion,Fashion,V-neck,eye,Necks,blouse,Funny,Shorts,Cotton Shirt,Shirt,Sleeve,loose shirt,Tops,graphic tee,lip,funnyshirt,Print,Women",pink,41,50,CN,paoyeye,18877,4.079885575038406,58fdedf645f9b210f58c00cc,5ea90eed651012211b49959b
1269,1269,Women's Round Neck Digital Flower Printed Dress Sleeveless Plus Size Mini Robe Robe,11.0,26,EUR,1000,0,3.95,596,304.0,112.0,86.0,36.0,58.0,"Mini,Plus Size,Necks,Round Collar,Dress,summer dress,Mini dress,Round neck,Women's Fashion,Flowers,printed,women dress,Summer Fashion,sleeveless,casual dress",rosered,33,50,CN,luoweiclothe,5534,3.999819298879653,5ba2251b4315d12ebce873fa,5cde482084913617975abc02
1270,1270,Papillon Imprimer Coton Masque Visage Sport En Plein Air Rencontrez Masque D'isolement D'été Nouvelle Mode À La Mode Masque De Rue Casual Bandana pour les Femmes Soins de Santé,2.67,67,EUR,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,"butterfly,Summer,Outdoor,isolation,Masks,Sport,Women's Fashion,Fashion,Health,Face Mask,Print,Women,Cotton,Casual,cottonmask",purple,27,50,CN,hehaiyan,13,3.692307692307693,5e606b6e29e7867135073fbe,5edf2eac07570835cf35ee02
1271,1271,"2019 été nouvelle mode féminine ""Let It ~"" Bee '' imprimé décontracté col rond graphique T-shirt mignon à manches courtes en coton T-shirts",11.0,10,EUR,10000,1,4.05,1479,754.0,329.0,219.0,73.0,104.0,"Summer,Shorts,Cotton,Cotton T Shirt,letter print,cute,teeshirthomme,short sleeves,animalprotectiontshirt,Round neck,Women's Fashion,Fashion,printed,topsamptee,Casual,beetshirt,Women,Sleeve,T Shirts,Necks",black,45,50,CN,yubenqiang,5816,3.936382393397524,58330d7def56284f7634e5e5,5cedf93ac0baab7389f4ccd7
1272,1272,Bikini Bikini Femme Bandage Push Up Maillots de bain Dentelle Maillot de bain une pièce Maillot de bain de bain une pièce,13.0,68,EUR,5000,0,3.79,1095,488.0,228.0,168.0,87.0,124.0,"womensummerclothe,Fashion,Lace,Bikini swimwear,women swimsuit,onepiece,beachwera,Lace Bikini,Women's Fashion,bikinis women,Bikini,Swimwear,women swimwear,bikini sexy,Women,women bathing suit,bangdagebikini,Swimsuit,Swimming",black,66,50,US,nacylucy,24306,4.236690529087468,59e968275d6f342463a6157b,5a35a744daa5c76df424c228
1273,1273,Nouvelle mode d'été femmes robe décontractée col rond lâche Big Swing jupe sans manches Soild couleur robe de plage,5.65,10,EUR,100,1,2.86,7,1.0,1.0,2.0,2.0,1.0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women",black,41,50,CN,sarahouse,17752,3.8996732762505633,56458aa03a698c35c9050988,5e9fa7de39682a0043ab7898
1274,1274,Femmes été spaghetti sangle hors épaule sans manches surdimensionné couleur unie robe Vintage volants soirée soirée grande taille robe réglable bretelles A-ligne robe patineuse plissée robe avec bouton,8.0,7,EUR,100,0,4.04,139,72.0,31.0,17.0,8.0,11.0,"Sleeveless dress,Plus Size,pleated dress,Summer,Vintage,button,summer dress,Spaghetti Strap,Cotton Dress,Women's Fashion,Party Dress,strappy,party,vestido,women dress,ruffle,Women,Spaghetti,Dress,sleeveless,casual dress",purple,37,50,CN,shenzhenjnhcoltd,12745,4.277991369164378,554b7fc033c1d7162b690160,5b14b26c978bdd2c6e21d987
1275,1275,ZANZEA Femmes Été Floral Imprimé Vintage Robe Midi Décontractée Robe Lâche,14.0,102,EUR,1000,0,4.18,197,104.0,52.0,26.0,2.0,13.0,"Summer,short sleeve dress,summerdresseswomen,Vintage,baggydresseswomen,floralprinteddres,Women's Fashion,Casual,Floral,vintagedresswomen,dressesforwomen,A line dress,Midi Dress,Dress,Women,floraldresseswomen,casualloosedres,printed",yellow,40,50,CN,sweetkissfashion,17856,4.17372311827957,5a4df4937ce75c31079ba413,5cf2af4e5d3c271292063d27
1276,1276,"Femmes lâche décontracté imprimé col en V robe longue, plus la taille vague point robe robe d'été",11.0,60,EUR,1000,1,3.38,37,15.0,3.0,9.0,1.0,9.0,"Summer,Plus Size,Necks,long dress,Dress,summer dress,V-neck,Women's Fashion,printed,wavepoint,Women,Loose,Casual,casual dress",white,25,50,CN,cyb654,703,3.9601706970128014,5e5363458cd99e4035bcd1c8,5ebb9faea86f7a4d86e2f6fb
